Flutter Android;Flutter iOS;Native Android;Native iOS
364;763;179;427
339;759;171;410
326;713;175;406
323;710;175;406
326;724;184;404
348;728;169;426
338;718;183;406
382;722;169;420
332;909;209;419
307;722;175;417
321;717;157;430
342;722;180;417
365;980;193;421
306;710;178;425
332;777;159;405
357;720;176;415
313;710;192;412
340;724;209;407
314;710;178;407
361;716;198;410
