Flutter Android;Flutter iOS;Native Android;Native iOS
250;98,73;210;113,18
220;116,46;190;110,26
230;137,19;240;109,39
230;138,75;200;111,36
210;124,81;200;104,49
240;108;180;94,72
210;109,94;170;89,02
240;118,75;180;90,11
240;122,33;220;88,5
200;92,92;190;93,56
210;115,16;200;107,86
200;143,7;180;85,73
230;132,29;170;89,6
220;160,03;230;103,61
220;97,88;170;93,44
230;119,26;160;93,12
210;107,28;220;81,46
210;116,24;190;85,89
220;133,69;240;103,69
230;130,99;210;117,8
