Flutter Android;Flutter iOS;Native Android;Native iOS
157;12,62;158;7,49
163;10,22;162;8,55
144;8,41;146;8,35
141;9,39;153;8,13
160;10,19;165;8,02
179;9,23;180;9,6
163;8,93;190;8,3
144;9,08;139;6,02
158;9,75;172;7,08
172;10,05;177;8,08
183;12,54;145;8,78
170;9,4;171;7,14
161;8;134;8,65
164;11,52;134;5,46
179;8,52;135;8,64
143;10,34;145;8,34
182;8,71;146;7,53
171;9,07;151;8,03
152;10,02;160;8,19
172;10,93;161;8,06
