Flutter Android;Flutter iOS;Native Android;Native iOS
17,83;8m 20s;21,88;18m 28s
17,91;8m 48s;20,97;20m 7s
19,84;8m 17s;21,87;19m 27s
16,93;8m 34s;21,83;18m 47s
18,05;8m 3s;21,06;20m 2s
18,77;8m 55s;20,85;19m 53s
19,14;7m 57s;21,58;18m 44s
17,96;8m 36s;21,53;19m 31s
18,34;8m 19s;21,44;19m 48s
