Flutter Android;Flutter iOS;Native Android;Native iOS
60;54;42,4;57,1
59;51,9;41,25;52,7
60;52,6;41,1;50,4
60;50,4;42;52,8
56;54,3;41,25;50,9
59;40,7;40;50,8
60;48,5;37,1;50,3
60;51,7;37,9;54,8
59;51,6;42,4;49,7
60;53,9;43,3;56,4
60;50,6;40,8;50,6
60;57,8;37,5;52,4
54;53,9;42,4;49,7
60;51,2;42,4;45
60;52,2;41,1;52
60;55;37,1;55
59;50,6;37,9;52,9
60;52,1;42;54,1
59;52,2;35,3;48,1
60;50;37,9;52,6
