Flutter Android;Flutter iOS;Native Android;Native iOS
555;345;1624;
463;369;1654;
532;343;1602;
494;369;1662;
508;348;1593;
549;380;1677;
490;350;1590;
527;393;1802;
528;400;1643;
520;375;1607;
449;328;1893;
564;312;1587;
551;325;1628;
517;355;1613;
458;350;1704;
534;345;1646;
436;356;1759;
526;391;1693;
458;353;1663;
487;369;1627;
