Flutter Android;Flutter iOS;Native Android;Native iOS
430;200,76;210;24,08
420;201,68;200;37,4
400;197,72;200;49,36
420;215,16;200;15,28
390;205,85;190;26,42
390;194,82;180;18,77
370;198,58;180;21,65
440;204,73;200;23,34
370;182,4;190;24,18
370;204,51;190;21,77
410;193,84;200;24,24
390;214,98;210;36,18
400;211,06;190;29,35
400;186,3;190;29,34
370;196,93;230;33,15
380;189,02;220;30,52
380;227,81;220;29,73
390;209,47;190;28,67
420;224,44;220;29,6
400;211,42;190;23,12
