Flutter Android;Flutter iOS;Native Android;Native iOS
21159;11590;8777;4974
21037;11264;8442;4925
20942;11429;7409;4958
20659;11633;7384;4944
20597;11539;6973;4924
20457;11548;7884;4908
20653;11754;8393;4869
20498;11399;6877;4940
20240;11392;6707;4922
20198;11438;6707;4907
