Flutter Android;Flutter iOS;Native Android;Native iOS
700;600;270;120
700;551;310;122
710;536;280;123
690;517;280;120
690;537;280;121
700;534;280;123
680;550;290;121
710;535;280;123
690;531;270;122
710;537;280;121
690;540;290;122
690;533;300;122
680;591;290;121
690;544;290;118
690;526;290;121
710;532;280;121
700;533;270;125
690;536;270;123
700;534;290;123
710;526;320;122
