Flutter Android;Flutter iOS;Native Android;Native iOS
506;1002;327;454
535;1004;319;453
529;1016;354;460
527;1209;328;460
508;1099;333;454
560;997;338;455
514;1007;327;459
585;1002;395;501
502;989;330;468
529;993;337;490
518;1015;362;460
523;1013;309;458
523;1012;359;461
520;984;339;463
523;994;335;460
518;1033;334;463
513;1029;348;455
522;1192;334;453
522;986;328;471
503;1009;359;458
