Flutter Android;Flutter iOS;Native Android;Native iOS
38055;30720;26868;4420
40500;30460;27242;4420
40738;30470;27403;4410
39475;30630;27361;4400
38300;30530;27184;4480
38928;30470;27202;4460
39675;29740;27089;4490
38009;30520;27406;4410
40329;30550;27579;4480
39555;29510;27256;4480
