Flutter Android;Flutter iOS;Native Android;Native iOS
19149;9515;4677;478
19448;9498;4665;488
19462;9405;4405;475
19801;9428;4531;481
19675;9329;4403;476
19666;9584;4248;483
19834;9626;4290;476
19494;9501;4260;478
19404;9397;4331;478
19740;9428;4411;486
