Flutter Android;Flutter iOS;Native Android;Native iOS
22,72;3m 53s;23,42;4m 20s
23,79;3m 3s;21,72;4m 4s
21,92;3m 38s;22,84;4m 24s
22,58;3m 55s;22,57;4m 16s
23,07;3m 47s;23,82;3m 57s
23,36;4m 10s;22,08;4m 21s
21,88;3m 57s;21,95;4m 28s
22,45;3m 49s;22,59;4m 17s
22,12;4m 2s;23,14;4m
