Flutter Android;Flutter iOS;Native Android;Native iOS
59,4;59,4;60;59
59,8;59,2;60;58,8
59,6;59,2;60;58,6
59,4;58,6;59,8;58,6
60;59;60;58,8
59,8;59,2;59,6;59
59,2;59,4;60;58,6
59,6;59,6;59,8;58,2
59,4;58,8;60;58,4
60;59,2;60;58,4
59,4;58,8;60;58,8
59,6;59,2;60;58,4
59,8;59,4;59;58,4
59,8;59,4;60;58,6
59;59,4;59,6;58,6
59,6;59,6;60;59
59,6;59,6;59,8;58,4
59;58,8;60;58,2
59,4;59,4;60;58,6
59,4;59,2;59,6;58,8
