Flutter Android;Flutter iOS;Native Android;Native iOS
484;328;2224;211
470;329;2292;215
407;331;2187;213
467;340;2059;210
455;338;2196;205
557;349;2349;206
466;353;2298;215
544;354;2047;197
523;357;2093;210
498;365;2128;208
499;359;2148;210
412;362;2506;209
479;330;2174;206
529;361;2154;209
535;332;2328;208
508;364;2161;210
505;343;2293;213
532;344;2195;208
502;349;2172;206
522;346;2108;207
