Flutter Android;Flutter iOS;Native Android;Native iOS
34492;23790;18652;4080
34919;23820;18564;4080
34465;23870;18550;4100
35564;23790;18671;4080
35340;23790;18371;4080
35660;23710;18454;4120
34279;23790;18479;4120
34171;23820;18543;4010
34113;23790;18376;4100
34120;23730;18403;4070
